,New DB,,,,,,Old DB,,,,todo
1,ProjectItemLocalization,ItemId,int,NO,,,FK,NewDB.ProjectItem,Id,,
1,ProjectItemLocalization,Language,int,NO,,,const,,,1 (Hebrew),
1,ProjectItemLocalization,DisplayInSite,bit ,NO,,,expression,Products,,!Hide and ShowMainPage,
1,ProjectItemLocalization,Title,nvarchar,YES,150,,expression,Products,ProjectNameForDonationPage,"if ProjectNameForDonationPage is not null and ProjectNameForDonationPage != Name => left(ProjectNameForDonationPage,150) ",
1,ProjectItemLocalization,TitleForExecutePage,nvarchar,YES,150,,no-mapping,,,,
1,ProjectItemLocalization,Description,nvarchar,YES,2000,,no-mapping,,,,
1,ProjectItemLocalization,MainMedia,int,YES,,,no-mapping,,,,
1,ProjectItemLocalization,ImageForListsView,int,YES,,,no-mapping,,,,
1,ProjectItemLocalization,MediaForExecutePage,int,YES,,,FK,,,if Products.DonationPageBanner1 is not null =>find in Media table the related record for this DonationPageBanner1,
1,ProjectItemLocalization,MobileMediaForExecutePage,int,YES,,,FK,,,,
1,ProjectItemLocalization,Content,nvarchar,YES,-1,,no-mapping,,,,
1,ProjectItemLocalization,PaymentSum,int,YES,,,expression,,,"if(DefaultDonationSumFixed > 0 => 
          (DefaultDonationSumFixed*DefaultPaymentsNumFixed)
else => DefaultDonationsSum
          ",
1,ProjectItemLocalization,DefaultPaymentType,int,YES,,,expression,Products,DefaultDonationSumFixed,"if DefaultDonationSumFixed > 0 => 1(fixed)
else => 2(oneTime)",
1,ProjectItemLocalization,DefaultPaymentsCount,int,YES,,,expression,,,"if(DefaultDonationSumFixed > 0 => DefaultPaymentsNumFixed
else => DefaultPaymentsNumber",
1,ProjectItemLocalization,MaxPaymentsCount,int,YES,,,no-mapping,,,,
1,ProjectItemLocalization,NameForReceipt,nvarchar,YES,150,,expression,Products,ProjectNameForInvoice,"left(ProjectNameForInvoice,150)",
1,ProjectItemLocalization,OrderInListView,int,YES,,,no-mapping,,,,
1,ProjectItemLocalization,OrderInItemsPageView,int,YES,,,expression,Products,Sort,"if sort<=30 => sort
else if sort > max(sort)-100 => 32(End) --במאה האחרונים 
else => 33(ByProjectId)",
1,ProjectItemLocalization,OrderInProjectPageFooter,int,YES,,,const,,,1,
1,ProjectItemLocalization,ProjectFooterLinkSettingId,int,YES,,,FK,NewDB.LinkSetting,Id,"the created record for 
Hebrew Footer Button LinkSettings ",
1,ProjectItemLocalization,OrderInNewsView,int,YES,,,no-mapping,,,,
1,ProjectItemLocalization,NewsViewLinkSettingId,int,YES,,,no-mapping,,,,
1,ProjectItemLocalization,RecordStatus,int,NO,,,const,,,else => 2 (Accept),
1,ProjectItemLocalization,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
1,ProjectItemLocalization,StatusChangedBy,int,NO,,,const,,,-1,
1,ProjectItemLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,ProjectItemLocalization,CreatedBy,int,NO,,,const,,,-1,
1,ProjectItemLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,ProjectItemLocalization,UpdatedBy,int,NO,,,const,,,-1,
1,French Project Main Image,,,,,,,,,,
1,Media,Id,int,NO,,,auto,,,"create record for each found Funds 
and only if Products.Pic_fr is not null",
1,Media,RelativePath,nvarchar,NO,500,,direct,Products,Pic_fr,,
1,Media,MediaType,int,NO,,,const,,,1 (Image),
1,Media,FriendlyName,nvarchar,YES,100,,no-mapping,,,,
1,Media,MatchToPlatform,int,NO,,,const,,,3 (All),
1,Media,RecordStatus,int,NO,,,const,,,2 (Accept),
1,Media,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,StatusChangedBy,int,NO,,,const,,,-1,
1,Media,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,CreatedBy,int,NO,,,const,,,-1,
1,Media,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,UpdatedBy,int,NO,,,const,,,-1,
1,French Videos,,,,,,,,,,
1,Media,Id,int,NO,,,auto,,,"create record for each found Funds 
and only if Products.ProjectVideo_fr is not null",
1,Media,RelativePath,nvarchar,NO,500,,direct,Products,ProjectVideo_fr,,
1,Media,MediaType,int,NO,,,const,,,2 (Video),
1,Media,FriendlyName,nvarchar,YES,100,,no-mapping,,,,
1,Media,MatchToPlatform,int,NO,,,const,,,3 (All),
1,Media,RecordStatus,int,NO,,,const,,,2 (Accept),
1,Media,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,StatusChangedBy,int,NO,,,const,,,-1,
1,Media,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,CreatedBy,int,NO,,,const,,,-1,
1,Media,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,UpdatedBy,int,NO,,,const,,,-1,
1,French Main Button LinkSettings ( for ProjectLocalization.MainLinkButtonSettingId),,,,,,,,,,
1,LinkSetting,Id,int,NO,,,auto,,,create record for each Funds that whould created in ProjectLocalization for Language=french,
1,LinkSetting,LinkType,int,NO,,,const,,,1 (button),
1,LinkSetting,LinkTargetType,int,NO,,,const,,,3 (Link to Execution Page),
1,LinkSetting,ProjectId,int,NO,,,FK,NewDB.Project,Id,the created record id ,
1,LinkSetting,ItemId,int,YES,,,FK,NewDB.ProjectItem,Id,the created record id of the single item for each project,
1,LinkSetting,LinkText,nvarchar,NO,200,,const,,,"""Pour faire un don""",
1,LinkSetting,MediaId,int,YES,,,no-mapping,,,,
1,LinkSetting,MobileMediaId,int,YES,,,no-mapping,,,,
1,LinkSetting,Description,nvarchar,YES,1000,,no-mapping,,,,
1,LinkSetting,DonationPagePaymentType,int,YES,,,no-mapping,,,,
1,LinkSetting,DonationPagePaymentSum,int,YES,,,no-mapping,,,,
1,LinkSetting,DonationPagePaymentCount,int,YES,,,no-mapping,,,,
1,LinkSetting,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,LinkSetting,CreatedBy,int,NO,,,const,,,-1,
1,LinkSetting,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,LinkSetting,UpdatedBy,int,NO,,,const,,,-1,
1,French Projects Settings ,,,,,,,,,,
1,ProjectLocalization,Id,int,NO,,,auto,,,"create record for each found Funds 
where (ProjectNameForInvoice_fr is not null or pic_fr is not null or Description_fr is  not null or ShortDescription_fr is not null or Name_fr is not null or price_fr > 0) or exists (select * from orders where OrderLaguage='fr' and orders.ProjectId=products.productsid)",
1,ProjectLocalization,ProjectId,int,NO,,,FK,NewDB.Project,Id,take the record id that was created for this record from Products table,
1,ProjectLocalization,Language,int,NO,,,const,,,3 (French),
1,ProjectLocalization,DisplayInSite,bit ,NO,,,expression,Products,,!Hide_fr and ShowMainPage,
1,ProjectLocalization,Title,nvarchar,NO,150,,expression,Products,Name_fr,"לחתוך 150 תווים ראשונים:
left(name_fr,150) 
if name_fr is null => left(name,150)",
1,ProjectLocalization,Description,nvarchar,YES,,,direct,Products,ShortDescription_fr,,
1,ProjectLocalization,RecruitmentTarget,int,YES,,,expression,Products,Price_fr,if price_fr=0 =>null else =>price_fr,
1,ProjectLocalization,Content,nvarchar,YES,,,expression,Products,Description_fr,"replace ""href=""https://www.kupat.org.il/views/DonationPage"" 
or: ""https://www.kupat.org.il/views/DonationPrayer""
or: ""https://www.kupat.org.il/views/prayerModal""
or: ""https://www.kupat.org.il/views/donationmodal""
to ""routerLink=""/donate""

replace ""https://www.kupat.org.il/Project""
to ""routerLink=""/project""",
1,ProjectLocalization,MainMedia,int,NO,,,FK,NewDB.Media,Id,"if Products.Pic_fr is not null =>find the related record for this Pic_fr
else if Products.ProjectVideo_fr is not null =>find the related record for this ProjectVideo_fr
else if Products.Pic is not null =>find the related record for this Pic
else if Products.ProjectVideo is not null =>find the related record for this ProjectVideo
else => 1 (default image)
Field ImageForListView cannot contain video",
1,ProjectLocalization,ImageForListsView,int,NO,,,FK,NewDB.Media,Id,,
1,ProjectLocalization,HideDonationsInSite,bit,YES,,,direct,Products,HideDonationAmount,,
1,ProjectLocalization,OrderInProjectsView,int,YES,,,expression,Products,Sort,"if sort<=30 => sort
else null",
1,ProjectLocalization,ProjectsViewLinkSettingId,int,YES,,,const,,,null,
1,ProjectLocalization,OrderInNewsView,int,YES,,,const,,,null,
1,ProjectLocalization,NewsViewLinkSettingId,int,YES,,,const,,,null,
1,ProjectLocalization,MainLinkButtonSettingId,int,YES,,,FK,NewDB. LinkSettings,Id,find the record id in NewDB.LinkSettings that was created for French Main Button Link Settings,
1,ProjectLocalization,RecordStatus,int,NO,,,,,,,
1,ProjectLocalization,StatusChangedAt,datetime,NO,,,,,,,
1,ProjectLocalization,StatusChangedBy,int,NO,,,,,,,
1,ProjectLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,ProjectLocalization,CreatedBy,int,NO,,,const,,,-1,
1,ProjectLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,ProjectLocalization,UpdatedBy,int,NO,,,const,,,-1,
1,French Video for Project,,,,,,,,,,
1,EntityMedia,Id,int,NO,,,auto,,,"create record for founds funds 
where Pic_fr is not null and ProjectVideo_fr is not null",
1,EntityMedia,EntityType,int,NO,,,direct,,,1 (Project),
1,EntityMedia,EntityId,int,NO,,,FK,NewDB.Project,id,find the created id for this fund,
1,EntityMedia,Language,int,NO,,,const,,,3(French),
1,EntityMedia,MediaId,int,NO,,,FK,,,Find the created record in Media table for products.ProjectVideo_fr,
1,EntityMedia,RecordStatus,int,NO,,,,,,,
1,EntityMedia,StatusChangedAt,datetime,NO,,,,,,,
1,EntityMedia,StatusChangedBy,int,NO,,,,,,,
1,EntityMedia,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,EntityMedia,CreatedBy,int,NO,,,const,,,-1,
1,EntityMedia,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,EntityMedia,UpdatedBy,int,NO,,,const,,,-1,
1,French Project Donation Page Image,,,,,,,,,,
1,Media,Id,int,NO,,,auto,,,"create record for each found Funds 
and only if Products.DonationPageBanner1_fr is not null",
1,Media,RelativePath,nvarchar,NO,500,,direct,Products,DonationPageBanner1_fr,,
1,Media,MediaType,int,NO,,,const,,,1 (Image),
1,Media,FriendlyName,nvarchar,YES,100,,no-mapping,,,,
1,Media,MatchToPlatform,int,NO,,,const,,,3 (All),
1,Media,RecordStatus,int,NO,,,const,,,2 (Accept),
1,Media,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,StatusChangedBy,int,NO,,,const,,,-1,
1,Media,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,CreatedBy,int,NO,,,const,,,-1,
1,Media,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,UpdatedBy,int,NO,,,const,,,-1,
1,French Footer Button LinkSettings ( for ProjectItemLocalization.ProjectFooterLinkSettingId),,,,,,,,,,
1,LinkSetting,Id,int,NO,,,auto,,,create record for each Funds that were created in ProjectLocalization for Language=french,
1,LinkSetting,LinkType,int,NO,,,const,,,1 (button),
1,LinkSetting,LinkTargetType,int,NO,,,const,,,3 (Link to Execution Page),
1,LinkSetting,ProjectId,int,NO,,,FK,NewDB.Project,Id,the created record id ,
1,LinkSetting,ItemId,int,YES,,,FK,NewDB.ProjectItem,Id,the created record id of the single item for each project,
1,LinkSetting,LinkText,nvarchar,NO,200,,const,,,"""Pour faire un don""",
1,LinkSetting,MediaId,int,YES,,,no-mapping,,,,
1,LinkSetting,MobileMediaId,int,YES,,,no-mapping,,,,
1,LinkSetting,Description,nvarchar,YES,1000,,no-mapping,,,,
1,LinkSetting,DonationPagePaymentType,int,YES,,,no-mapping,,,,
1,LinkSetting,DonationPagePaymentSum,int,YES,,,no-mapping,,,,
1,LinkSetting,DonationPagePaymentCount,int,YES,,,no-mapping,,,,
1,LinkSetting,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,LinkSetting,CreatedBy,int,NO,,,const,,,-1,
1,LinkSetting,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,LinkSetting,UpdatedBy,int,NO,,,const,,,-1,
1,French Project Items Settings ,,,,,,,,,,
1,ProjectItemLocalization,Id,int,NO,,,auto,,,create record for each Funds that were created in ProjectLocalization for Language=french,
1,ProjectItemLocalization,ItemId,int,NO,,,FK,NewDB.ProjectItem,Id,,
1,ProjectItemLocalization,Language,int,NO,,,const,,,3 (French),
1,ProjectItemLocalization,DisplayInSite,bit ,NO,,,expression,Products,,!Hide_fr and ShowMainPage,
1,ProjectItemLocalization,Title,nvarchar,YES,150,,const,Products,Name_fr,,
1,ProjectItemLocalization,TitleForExecutePage,nvarchar,YES,150,,no-mapping,,,,
1,ProjectItemLocalization,Description,nvarchar,YES,2000,,no-mapping,,,,
1,ProjectItemLocalization,MainMedia,int,YES,,,no-mapping,,,,
1,ProjectItemLocalization,ImageForListsView,int,YES,,,no-mapping,,,,
1,ProjectItemLocalization,MediaForExecutePage,int,YES,,,FK,,,if Products.DonationPageBanner1_fr is not null =>find in Media table the related record for this DonationPageBanner1_fr,
1,ProjectItemLocalization,MobileMediaForExecutePage,int,YES,,,FK,,,,
1,ProjectItemLocalization,Content,nvarchar,YES,-1,,no-mapping,,,,
1,ProjectItemLocalization,PaymentSum,int,YES,,,expression,,,"if(DefaultDonationSumFixed_fr > 0 => 
          (DefaultDonationSumFixed_fr*DefaultPaymentsNumFixed_fr)
else => DefaultDonationsSum_fr
          ",
1,ProjectItemLocalization,DefaultPaymentType,int,YES,,,expression,Products,DefaultDonationSumFixed_fr,"if DefaultDonationSumFixed_fr > 0 => 1(fixed)
else => 2(oneTime)",
1,ProjectItemLocalization,DefaultPaymentsCount,int,YES,,,expression,,,"if(DefaultDonationSumFixed_fr > 0 => DefaultPaymentsNumFixed_fr
else => DefaultPaymentsNumber_fr",
1,ProjectItemLocalization,MaxPaymentsCount,int,YES,,,no-mapping,,,,
1,ProjectItemLocalization,NameForReceipt,nvarchar,YES,150,,expression,Products,ProjectNameForInvoice_fr,"left(ProjectNameForInvoice_fr,150)",
1,ProjectItemLocalization,OrderInListView,int,YES,,,no-mapping,,,,
1,ProjectItemLocalization,OrderInItemsPageView,int,YES,,,expression,Products,Sort,"if sort<=30 => sort
else if sort > max(sort)-100 => 32(End) --במאה האחרונים 
else => 33(ByProjectId)",
1,ProjectItemLocalization,OrderInProjectPageFooter,int,YES,,,const,,,1,
1,ProjectItemLocalization,ProjectFooterLinkSettingId,int,YES,,,FK,NewDB.LinkSetting,Id,"the created record for 
French Footer Button LinkSettings ",
1,ProjectItemLocalization,OrderInNewsView,int,YES,,,no-mapping,,,,
1,ProjectItemLocalization,NewsViewLinkSettingId,int,YES,,,no-mapping,,,,
1,ProjectItemLocalization,RecordStatus,int,NO,,,const,,,else => 2 (Accept),
1,ProjectItemLocalization,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
1,ProjectItemLocalization,StatusChangedBy,int,NO,,,const,,,-1,
1,ProjectItemLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,ProjectItemLocalization,CreatedBy,int,NO,,,const,,,-1,
1,ProjectItemLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,ProjectItemLocalization,UpdatedBy,int,NO,,,const,,,-1,
1,English Images,,,,,,,,,,
1,Media,Id,int,NO,,,auto,,,"create record for each found Funds 
and only if Products.Pic_en is not null",
1,Media,RelativePath,nvarchar,NO,500,,direct,Products,Pic_en,,
1,Media,MediaType,int,NO,,,const,,,1 (Image),
1,Media,FriendlyName,nvarchar,YES,100,,no-mapping,,,,
1,Media,MatchToPlatform,int,NO,,,const,,,3 (All),
1,Media,RecordStatus,int,NO,,,const,,,2 (Accept),
1,Media,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,StatusChangedBy,int,NO,,,const,,,-1,
1,Media,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,CreatedBy,int,NO,,,const,,,-1,
1,Media,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,UpdatedBy,int,NO,,,const,,,-1,
1,English Videos,,,,,,,,,,
1,Media,Id,int,NO,,,auto,,,"create record for each found Funds 
and only if Products.ProjectVideo_en is not null",
1,Media,RelativePath,nvarchar,NO,500,,direct,Products,ProjectVideo_en,,
1,Media,MediaType,int,NO,,,const,,,2 (Video),
1,Media,FriendlyName,nvarchar,YES,100,,no-mapping,,,,
1,Media,MatchToPlatform,int,NO,,,const,,,3 (All),
1,Media,RecordStatus,int,NO,,,const,,,2 (Accept),
1,Media,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,StatusChangedBy,int,NO,,,const,,,-1,
1,Media,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,CreatedBy,int,NO,,,const,,,-1,
1,Media,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,UpdatedBy,int,NO,,,const,,,-1,
1,English Main Button LinkSettings ( for ProjectLocalization.MainLinkButtonSettingId),,,,,,,,,,
1,LinkSetting,Id,int,NO,,,auto,,,create record for each Funds that whould created in ProjectLocalization for Language=english,
1,LinkSetting,LinkType,int,NO,,,const,,,1 (button),
1,LinkSetting,LinkTargetType,int,NO,,,const,,,3 (Link to Execution Page),
1,LinkSetting,ProjectId,int,NO,,,FK,NewDB.Project,Id,the created record id ,
1,LinkSetting,ItemId,int,YES,,,FK,NewDB.ProjectItem,Id,the created record id of the single item for each project,
1,LinkSetting,LinkText,nvarchar,NO,200,,const,,,"""Donate""",
1,LinkSetting,MediaId,int,YES,,,no-mapping,,,,
1,LinkSetting,MobileMediaId,int,YES,,,no-mapping,,,,
1,LinkSetting,Description,nvarchar,YES,1000,,no-mapping,,,,
1,LinkSetting,DonationPagePaymentType,int,YES,,,no-mapping,,,,
1,LinkSetting,DonationPagePaymentSum,int,YES,,,no-mapping,,,,
1,LinkSetting,DonationPagePaymentCount,int,YES,,,no-mapping,,,,
1,LinkSetting,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,LinkSetting,CreatedBy,int,NO,,,const,,,-1,
1,LinkSetting,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,LinkSetting,UpdatedBy,int,NO,,,const,,,-1,
1,English Projects Settings ,,,,,,,,,,
1,ProjectLocalization,Id,int,NO,,,auto,,,"create record for each found Funds 
where (ProjectNameForInvoice_en is not null or pic_en is not null or Description_en is  not null or ShortDescription_en is not null or Name_en is not null or price_en is not null) or exists (select * from orders where OrderLaguage='en' and orders.ProjectId=products.productsid)",
1,ProjectLocalization,ProjectId,int,NO,,,FK,NewDB.Project,Id,take the record id that was created for this record from Products table,
1,ProjectLocalization,Language,int,NO,,,const,,,2 (English),
1,ProjectLocalization,DisplayInSite,bit ,NO,,,expression,Products,,!Hide_en and ShowMainPage,
1,ProjectLocalization,Title,nvarchar,NO,150,,expression,Products,Name_en,"לחתוך 150 תווים ראשונים:
left(name_en,150) 
if name_en is null => left(name,150)",
1,ProjectLocalization,Description,nvarchar,YES,,,direct,Products,ShortDescription_en,,
1,ProjectLocalization,RecruitmentTarget,int,YES,,,expression,Products,Price_en,if price_en=0 =>null else =>price_en,
1,ProjectLocalization,Content,nvarchar,YES,,,expression,Products,Description_en,"replace ""href=""https://www.kupat.org.il/views/DonationPage"" 
or: ""https://www.kupat.org.il/views/DonationPrayer""
or: ""https://www.kupat.org.il/views/prayerModal""
or: ""https://www.kupat.org.il/views/donationmodal""
to ""routerLink=""/donate""

replace ""https://www.kupat.org.il/Project""
to ""routerLink=""/project""",
1,ProjectLocalization,MainMedia,int,NO,,,FK,NewDB.Media,Id,"if Products.Pic_en is not null =>find the related record for this Pic_en
else if Products.ProjectVideo_en is not null =>find the related record for this ProjectVideo_en
else if Products.Pic is not null =>find the related record for this Pic
else if Products.ProjectVideo is not null =>find the related record for this ProjectVideo
else => 1 (default image)
Field ImageForListView cannot contain video",
1,ProjectLocalization,ImageForListsView,int,NO,,,FK,NewDB.Media,Id,,
1,ProjectLocalization,HideDonationsInSite,bit,YES,,,direct,Products,HideDonationAmount,,
1,ProjectLocalization,OrderInProjectsView,int,YES,,,expression,Products,Sort,"if sort<=30 => sort
else null",
1,ProjectLocalization,ProjectsViewLinkSettingId,int,YES,,,const,,,null,
1,ProjectLocalization,OrderInNewsView,int,YES,,,const,,,null,
1,ProjectLocalization,NewsViewLinkSettingId,int,YES,,,const,,,null,
1,ProjectLocalization,MainLinkButtonSettingId,int,YES,,,FK,NewDB. LinkSettings,Id,find the record id in NewDB.LinkSettings that was created for English Main Busson Link Settings,
1,ProjectLocalization,RecordStatus,int,NO,,,,,,,
1,ProjectLocalization,StatusChangedAt,datetime,NO,,,,,,,
1,ProjectLocalization,StatusChangedBy,int,NO,,,,,,,
1,ProjectLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,ProjectLocalization,CreatedBy,int,NO,,,const,,,-1,
1,ProjectLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,ProjectLocalization,UpdatedBy,int,NO,,,const,,,-1,
1,English Video for Project,,,,,,,,,,
1,EntityMedia,Id,int,NO,,,auto,,,"create record for founds funds 
where Pic_en is not null and ProjectVideo_en is not null",
1,EntityMedia,EntityType,int,NO,,,direct,,,1 (Project),
1,EntityMedia,EntityId,int,NO,,,FK,NewDB.Project,id,find the created id for this fund,
1,EntityMedia,Language,int,NO,,,const,,,2(English),
1,EntityMedia,MediaId,int,NO,,,FK,,,Find the created record in Media table for products.ProjectVideo_en,
1,EntityMedia,RecordStatus,int,NO,,,,,,,
1,EntityMedia,StatusChangedAt,datetime,NO,,,,,,,
1,EntityMedia,StatusChangedBy,int,NO,,,,,,,
1,EntityMedia,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,EntityMedia,CreatedBy,int,NO,,,const,,,-1,
1,EntityMedia,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,EntityMedia,UpdatedBy,int,NO,,,const,,,-1,
1,English Project Donation Page Image,,,,,,,,,,
1,Media,Id,int,NO,,,auto,,,"create record for each found Funds 
and only if Products.DonationPageBanner1_en is not null",
1,Media,RelativePath,nvarchar,NO,500,,direct,Products,DonationPageBanner1_en,,
1,Media,MediaType,int,NO,,,const,,,1 (Image),
1,Media,FriendlyName,nvarchar,YES,100,,no-mapping,,,,
1,Media,MatchToPlatform,int,NO,,,const,,,3 (All),
1,Media,RecordStatus,int,NO,,,const,,,2 (Accept),
1,Media,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,StatusChangedBy,int,NO,,,const,,,-1,
1,Media,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,CreatedBy,int,NO,,,const,,,-1,
1,Media,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,UpdatedBy,int,NO,,,const,,,-1,
1,English Footer Button LinkSettings ( for ProjectItemLocalization.ProjectFooterLinkSettingId),,,,,,,,,,
1,LinkSetting,Id,int,NO,,,auto,,,create record for each Funds that were created in ProjectLocalization for Language=english,
